depth [ft],Calcite ,Chlorite,Dolomite,Hematite,Illite,K-Feldspar,Kaolinite,Porosity,Quartz,Clay,Bulk
6154.75,0.00308,0.00746,0,0,0.05453,0.09726,0.00014,0.14301,0.69453,0.06978,21.72406897
6155.25,0.00266,0.00638,0,0,0.05304,0.10888,0,0.13204,0.697,0.06676,23.9722069
6155.75,0.00191,0.00613,0,0,0.05044,0.12964,0,0.1236,0.68827,0.06356,25.00434483
6156.25,0.00231,0.00553,0,0,0.05829,0.14653,0,0.11856,0.66878,0.07171,25.61675862
6156.75,0.00565,0.00932,0,0,0.06276,0.15903,0,0.12356,0.63968,0.08096,25.47572414
6157.25,0.02146,0.01249,0,0,0.06554,0.1566,0,0.13511,0.6088,0.08763,23.36262069
6157.75,0.02912,0.01224,0,0,0.0676,0.14353,0,0.15425,0.59327,0.08966,21.99724138
6158.25,0.02127,0.00864,0,0,0.07049,0.12989,0.01012,0.16781,0.59179,0.09969,22.16131034
6158.75,0.01268,0.00249,0,0,0.08395,0.11832,0.01873,0.17326,0.59057,0.11716,20.95668966
6159.25,0.01284,0.00759,0,0,0.06975,0.12032,0.01873,0.1719,0.59887,0.1069,20.65813793
6159.75,0.01969,0.0083,0,0,0.0697,0.11879,0.00422,0.16759,0.61171,0.09213,21.63662069
6160.25,0.02276,0.01131,0,0,0.06411,0.11915,0,0.15893,0.62374,0.08471,21.70565517
6160.75,0.02335,0.01267,0,0,0.06305,0.12049,0,0.14852,0.63193,0.08503,23.68496552
6161.25,0.01575,0.01455,0,0,0.06448,0.12652,0,0.13735,0.64136,0.08873,25.36462069
6161.75,0.00747,0.01415,0,0,0.07049,0.1344,0,0.13039,0.6431,0.09504,25.54075862
6162.25,0.00163,0.01212,0,0,0.07495,0.13866,0,0.13314,0.63951,0.09779,23.92965517
6162.75,0.00062,0.0107,0,0,0.07326,0.13541,0,0.14204,0.63796,0.09431,21.96117241
6163.25,0.00303,0.01028,0,0,0.06558,0.12691,0,0.15039,0.6438,0.08521,20.77337931
6163.75,0.0078,0.00978,0,0,0.05729,0.11936,0,0.15208,0.65369,0.07532,21.12117241
6164.25,0.01235,0.00911,0,0,0.05149,0.11701,0,0.1509,0.65914,0.06806,22.54634483
6164.75,0.013,0.00907,0,0,0.05202,0.12032,0,0.14686,0.65874,0.06861,23.79613793
6165.25,0.00901,0.00945,0,0,0.05907,0.12713,0,0.14089,0.65446,0.07696,24.19027586
6165.75,0.00417,0.00975,0,0,0.06547,0.13762,0,0.13505,0.64794,0.08449,24.33151724
6166.25,0.00239,0.00868,0,0,0.07017,0.14918,0,0.13394,0.63564,0.08858,24.3102069
6166.75,0.00164,0.00702,0,0,0.06898,0.15498,0.01873,0.13936,0.60931,0.10538,22.88524138
6167.25,0.00242,0.00626,0,0,0.06953,0.15088,0.01873,0.15239,0.59978,0.10516,21.89765517
6167.75,0.0037,0.00717,0,0,0.06779,0.14115,0.00892,0.16806,0.60322,0.09374,20.50324138
6168.25,0.0087,0.00847,0,0,0.06241,0.13246,0,0.17834,0.60962,0.07963,20.15537931
6168.75,0.01389,0.0083,0,0,0.05732,0.12768,0,0.17883,0.61397,0.07371,21.16606897
6169.25,0.01297,0.0069,0,0,0.05604,0.12622,0,0.17088,0.62699,0.07071,22.50668966
6169.75,0.01033,0.00635,0,0,0.05877,0.12728,0,0.16291,0.63436,0.07316,23.07406897
6170.25,0.00743,0.00756,0,0,0.06785,0.12744,0.00029,0.16288,0.62656,0.08503,22.29048276
6170.75,0.00629,0.01061,0,0,0.07931,0.1245,0,0.1747,0.60459,0.10101,20.14158621
6171.25,0.00394,0.01395,0,0,0.08803,0.1193,0,0.18725,0.58754,0.11453,18.6082069
6171.75,0.00246,0.01738,0,0,0.08733,0.11783,0,0.19104,0.58396,0.11758,18.46606897
6172.25,0.00233,0.01848,0,0,0.08604,0.12182,0,0.17951,0.59183,0.11736,19.68158621
6172.75,0.00146,0.01862,0,0,0.08698,0.12684,0,0.1665,0.5996,0.11857,21.17772414
6173.25,0.00125,0.01753,0,0,0.08895,0.12466,0.00353,0.16378,0.60031,0.12334,21.38324138
6173.75,0.00135,0.0183,0,0,0.08474,0.11684,0,0.17369,0.60508,0.1157,20.77696552
6174.25,0.00197,0.01703,0,0,0.07981,0.1063,0,0.18139,0.61351,0.10873,19.86082759
6174.75,0.00216,0.01571,0,0,0.07345,0.09986,0,0.18571,0.6231,0.10011,19.11351724
6175.25,0.00217,0.01301,0,0,0.07299,0.09631,0,0.18775,0.62777,0.09658,19.1257931
6175.75,0.00401,0.0128,0,0,0.0708,0.09882,0,0.19146,0.62211,0.09388,19.49834483
6176.25,0.00537,0.01212,0,0,0.0706,0.10299,0,0.19524,0.61369,0.09289,19.97924138
6176.75,0.00331,0.01087,0,0,0.06847,0.10761,0,0.20059,0.60915,0.08911,20.11027586
6177.25,0.00299,0.00858,0,0,0.06123,0.11168,0,0.2023,0.61322,0.07842,19.68468966
6177.75,0.0038,0.00708,0,0,0.05391,0.11692,0,0.19741,0.62089,0.06851,19.47910345
6178.25,0,0.00261,0,0,0.06895,0.12241,0,0.18598,0.62005,0.08043,19.44834483
6178.75,0.00562,0.00434,0,0,0.06254,0.12606,0.00021,0.18269,0.61853,0.07539,19.18110345
6179.25,0.00548,0.00486,0,0,0.06771,0.1289,0.01425,0.17625,0.60254,0.09677,19.68689655
6179.75,0.00542,0.01027,0,0,0.07182,0.13529,0,0.16364,0.61356,0.09221,21.28027586
6180.25,0.00398,0.01774,0,0,0.07631,0.15272,0,0.13694,0.61232,0.10559,23.98027586
6180.75,0.00123,0.0271,0,0,0.07939,0.17895,0,0.11537,0.59797,0.1195,26.12275862
6181.25,0,0.03192,0,0,0.08424,0.19534,0,0.10759,0.58091,0.13033,24.84241379
6181.75,0.00175,0.0261,0,0,0.08579,0.19037,0.01133,0.1158,0.56885,0.13769,23.60165517
6182.25,0.01181,0.02023,0,0,0.07928,0.17463,0.00277,0.12484,0.58644,0.11467,23.75641379
6182.75,0.01392,0.0159,0,0,0.06819,0.16504,0,0.13116,0.60579,0.09441,23.58103448
6183.25,0.01955,0.01646,0,0,0.06028,0.16312,0,0.13749,0.6031,0.08614,22.98910345
6183.75,0.02176,0.0175,0,0,0.05978,0.16482,0,0.14218,0.59397,0.08674,22.89427586
6184.25,0.0259,0.02025,0,0,0.06082,0.16922,0,0.13544,0.58837,0.09099,23.83186207
6184.75,0.02306,0.02138,0,0,0.06493,0.18056,0,0.1224,0.58768,0.09686,25.28889655
6185.25,0.01583,0.0225,0,0,0.07184,0.192,0,0.11599,0.58184,0.10588,26.05510345
6185.75,0.00881,0.02214,0,0,0.08012,0.19269,0,0.12149,0.57475,0.11479,25.15689655
6186.25,0.00538,0.02232,0,0,0.08131,0.18209,0,0.13347,0.57544,0.11633,23.19227586
6186.75,0.00488,0.02087,0,0,0.07707,0.17001,0,0.14266,0.58451,0.10994,22.09586207
6187.25,0.00509,0.01891,0,0,0.07277,0.16346,0,0.14675,0.59301,0.10292,21.90413793
6187.75,0.00455,0.01545,0,0,0.07279,0.1612,0,0.14847,0.59754,0.09908,22.022
6188.25,0.00501,0.01388,0,0,0.06837,0.16045,0,0.15237,0.59993,0.09236,21.81048276
6188.75,0.0059,0.01241,0,0,0.06173,0.16159,0,0.15594,0.60243,0.08324,21.83268966
6189.25,0.00805,0.01213,0,0,0.05706,0.16688,0,0.15392,0.60195,0.07769,21.95075862
6189.75,0.01071,0.01235,0,0,0.05949,0.17539,0,0.14154,0.60051,0.08067,22.98089655
6190.25,0.01681,0.01575,0,0,0.06471,0.18506,0,0.12503,0.59265,0.09032,24.28172414
6190.75,0.02021,0.01956,0,0,0.06972,0.19595,0,0.10954,0.58503,0.10021,25.47344828
6191.25,0.01847,0.02082,0,0,0.07245,0.20845,0,0.09838,0.58143,0.10468,27.12958621
6191.75,0.01563,0.01837,0,0,0.07158,0.21741,0,0.09511,0.5819,0.10098,27.83034483
6192.25,0.01329,0.01289,0,0,0.06836,0.21382,0,0.10045,0.5912,0.09124,26.82096552
6192.75,0.01069,0.00837,0,0,0.06019,0.19611,0,0.11886,0.60579,0.07701,25.24482759
6193.25,0.00746,0.00712,0,0,0.05017,0.17388,0,0.13573,0.62564,0.06435,23.16544828
6193.75,0.0047,0.00827,0,0,0.04069,0.15772,0,0.14453,0.64409,0.05498,22.65117241
6194.25,0.00376,0.00859,0,0,0.03985,0.15045,0,0.14383,0.65353,0.05439,22.758
6194.75,0.00417,0.00836,0,0,0.04601,0.14889,0,0.14005,0.65251,0.06106,22.48282759
6195.25,0.00449,0.00914,0,0,0.05161,0.14952,0,0.13498,0.65025,0.06823,22.80496552
6195.75,0.0053,0.01113,0,0,0.05678,0.15275,0,0.12854,0.6455,0.07626,24.00841379
6196.25,0.00879,0.01403,0,0,0.06385,0.15996,0,0.11716,0.63621,0.08744,25.39903448
6196.75,0.01849,0.01638,0,0,0.07026,0.17027,0,0.10596,0.61863,0.09728,26.74344828
6197.25,0.02839,0.01737,0,0,0.07459,0.18546,0,0.09734,0.59685,0.10324,27.25613793
6197.75,0.02898,0.01706,0,0,0.07984,0.19793,0,0.09559,0.5806,0.1088,26.71675862
6198.25,0.02336,0.01837,0,0,0.08292,0.2031,0,0.10029,0.57196,0.11373,26.53027586
6198.75,0.01872,0.02027,0,0,0.08128,0.19683,0,0.10803,0.57488,0.11401,25.01765517
6199.25,0.01208,0.01669,0,0,0.07595,0.17876,0,0.12465,0.59186,0.10401,22.66406897
6199.75,0.00673,0.00927,0,0,0.06728,0.15711,0,0.1452,0.6144,0.08599,20.89317241
6200.25,0.00743,0.00606,0,0,0.05453,0.14142,0,0.15963,0.63093,0.06807,19.39082759
6200.75,0.0072,0.0065,0,0,0.04636,0.138,0,0.1607,0.64124,0.05938,19.10744828
6201.25,0.0061,0.00693,0,0,0.04826,0.13819,0,0.15585,0.64466,0.06199,20.03572414
6201.75,0.00505,0.00914,0,0,0.05157,0.14049,0,0.15082,0.64293,0.06818,21.32737931
6202.25,0.00435,0.01205,0,0,0.05324,0.1466,0,0.14178,0.64198,0.07331,22.86255172
6202.75,0.00402,0.01415,0,0,0.05571,0.15132,0,0.13353,0.64127,0.07843,23.71275862
6203.25,0.00786,0.01497,0,0,0.05916,0.15729,0,0.13086,0.62985,0.08322,23.53413793
6203.75,0.01178,0.01369,0,0,0.06441,0.1594,0,0.13031,0.62041,0.08768,23.27724138
6204.25,0.02227,0.01376,0,0,0.06481,0.15527,0,0.13245,0.61143,0.08823,22.522
6204.75,0.03221,0.0144,0,0,0.06304,0.14405,0,0.13758,0.60872,0.08695,21.16103448
6205.25,0.03378,0.01449,0,0,0.06155,0.13368,0,0.14514,0.61135,0.08538,20.38572414
6205.75,0.02912,0.01368,0,0,0.05857,0.13478,0,0.14395,0.6199,0.08112,21.54744828
6206.25,0.02272,0.01117,0,0,0.05922,0.14656,0,0.1288,0.63153,0.07905,24.10137931
6206.75,0.01852,0.00903,0,0,0.06251,0.1595,0,0.11823,0.6322,0.08035,26.23565517
6207.25,0.01487,0.00871,0,0,0.06671,0.16422,0,0.12203,0.62346,0.08471,26.01324138
6207.75,0.00986,0.01045,0,0,0.06962,0.15918,0,0.13648,0.61441,0.08993,24.60351724
6208.25,0.00622,0.01212,0,0,0.07112,0.15199,0,0.14802,0.61054,0.09348,23.97737931
6208.75,0.00508,0.01241,0,0,0.07329,0.14818,0,0.14928,0.61177,0.09624,24.08737931
6209.25,0.00543,0.01172,0,0,0.07209,0.14933,0,0.149,0.61244,0.09412,24.23448276
6209.75,0.00647,0.01045,0,0,0.06718,0.15476,0,0.14807,0.61308,0.08718,23.7377931
6210.25,0.00929,0.00933,0,0,0.06164,0.15852,0,0.14909,0.61213,0.07971,23.20089655
6210.75,0.01391,0.00872,0,0,0.05988,0.16023,0,0.14524,0.61202,0.07705,23.58662069
6211.25,0.02245,0.00311,0,0,0.08226,0.15754,0,0.13616,0.59847,0.09595,24.53744828
6211.75,0.01851,0.01089,0,0,0.0632,0.16293,0,0.13665,0.60782,0.08321,24.9382069
6212.25,0.01696,0.01219,0,0,0.06274,0.16147,0,0.13936,0.60729,0.08414,24.75406897
6212.75,0.01424,0.01236,0,0,0.06035,0.15993,0,0.13925,0.61388,0.08164,24.33875862
6213.25,0.01163,0.0102,0,0,0.06086,0.15964,0,0.13659,0.62107,0.07981,24.41441379
6213.75,0.00992,0.00766,0,0,0.05966,0.15998,0,0.13367,0.62911,0.07562,24.682
6214.25,0.00943,0.00565,0,0,0.05295,0.15571,0,0.13823,0.63803,0.06583,24.63931034
6214.75,0.00905,0.00391,0,0,0.04271,0.14668,0.00616,0.14535,0.64613,0.05896,24.28241379
6215.25,0.00787,0.00277,0,0,0.03495,0.13766,0.01107,0.15322,0.65244,0.05422,23.68503448
6215.75,0.0063,0.00307,0,0,0.03456,0.13342,0,0.15614,0.6665,0.04228,23.486
6216.25,0.007,0.00442,0,0,0.03741,0.13271,0,0.15156,0.6669,0.04699,24.2157931
6216.75,0.01243,0.00475,0,0,0.04152,0.13409,0,0.14715,0.66006,0.05197,25.47544828
6217.25,0.01741,0.00315,0,0,0.04197,0.13611,0,0.15111,0.65025,0.05069,25.71165517
6217.75,0.01776,0.00067,0,0,0.03603,0.13694,0.00202,0.16549,0.64109,0.04341,24.59793103
6218.25,0.01387,0,0,0,0.03145,0.13481,0,0.17988,0.63999,0.03536,22.8737931
6218.75,0.00827,0.00071,0,0,0.03361,0.13259,0,0.18565,0.63917,0.03858,22.25903448
6219.25,0.00697,0.00267,0,0,0.03749,0.1324,0,0.18513,0.63534,0.04512,22.38731034
6219.75,0.0078,0.00349,0,0,0.04539,0.13517,0,0.18457,0.62356,0.05493,23.34489655
6220.25,0.00701,0.00369,0,0,0.0517,0.13731,0,0.18947,0.61081,0.06224,23.26710345
6220.75,0.00426,0.00412,0,0,0.05364,0.13671,0,0.20596,0.59532,0.0649,20.54055172
6221.25,0.0045,0.00454,0,0,0.0509,0.13401,0,0.22949,0.57656,0.0623,17.95324138
6221.75,0.00541,0.00383,0,0,0.04966,0.13417,0,0.24374,0.56318,0.0601,17.03317241
6222.25,0.00567,0.00218,0,0,0.05108,0.13609,0,0.23859,0.56638,0.05986,17.18193103
6222.75,0.00443,0.00209,0,0,0.05418,0.13697,0,0.21916,0.58317,0.06324,18.33365517
6223.25,0.00192,0.00583,0,0,0.05875,0.13898,0,0.19978,0.59474,0.07255,20.05144828
6223.75,0,0.01256,0,0,0.06739,0.14313,0,0.18861,0.58831,0.08978,21.48993103
6224.25,0.00156,0.01829,0,0,0.07636,0.14994,0,0.18871,0.56515,0.10626,21.19655172
6224.75,0.0111,0.01869,0,0,0.08236,0.15285,0,0.19777,0.53724,0.11345,20.34531034
6225.25,0.02171,0.01373,0,0,0.0887,0.14595,0,0.21521,0.5147,0.11505,18.75131034
6225.75,0.02282,0.01,0,0,0.0872,0.13294,0.01873,0.23129,0.49701,0.1292,17.45303448
6226.25,0.02492,0.00708,0,0,0.08139,0.12441,0.01083,0.24575,0.50562,0.11097,16.58565517
6226.75,0.0236,0.00155,0,0,0.08879,0.12245,0.01873,0.24653,0.49835,0.12155,16.27931034
6227.25,0.01568,0.00823,0,0,0.0698,0.13508,0,0.2383,0.53291,0.08765,16.75393103
6227.75,0.00976,0.01171,0,0,0.07385,0.14051,0,0.21762,0.54656,0.09609,18.09537931
6228.25,0.00646,0.01547,0,0,0.07693,0.14225,0,0.19997,0.55892,0.10375,19.33344828
6228.75,0.00664,0.01497,0,0,0.08221,0.13661,0,0.19485,0.56473,0.10912,19.56048276
6229.25,0.00495,0.01227,0,0,0.08231,0.12999,0,0.19904,0.57144,0.10623,19.28944828
6229.75,0.00336,0.01002,0,0,0.07664,0.12694,0,0.19596,0.58708,0.09735,19.80972414
6230.25,0.00283,0.00882,0,0,0.06923,0.12904,0,0.19162,0.59846,0.08767,20.69765517
6230.75,0.00506,0.00767,0,0,0.0658,0.13306,0,0.18819,0.60022,0.08253,21.13586207
6231.25,0.00817,0.00727,0,0,0.06447,0.14047,0,0.18574,0.59387,0.08059,21.214
6231.75,0.00866,0.00739,0,0,0.06779,0.15204,0,0.17718,0.58694,0.08447,21.85462069
6232.25,0.00535,0.00789,0,0,0.07462,0.1665,0,0.16951,0.57613,0.0927,22.8397931
6232.75,0.00145,0.008,0,0,0.08106,0.17857,0,0.17396,0.55697,0.10005,23.22848276
6233.25,0.00214,0.00698,0,0,0.08146,0.18101,0,0.19181,0.53661,0.09936,21.81634483
6233.75,0.00753,0.00506,0,0,0.07731,0.17711,0,0.20616,0.52683,0.09256,19.63324138
6234.25,0.01138,0.00333,0,0,0.07373,0.17592,0.00016,0.21107,0.52441,0.08678,18.12551724
6234.75,0.00865,0.00352,0,0,0.07625,0.17868,0.00612,0.20928,0.51751,0.09618,17.49462069
6235.25,0.00315,0.00792,0,0,0.08433,0.18215,0,0.20372,0.51872,0.10365,17.56641379
6235.75,0,0.00574,0,0,0.13172,0.17813,0,0.18936,0.49505,0.15449,18.54055172
6236.25,0.00351,0.02307,0,0,0.08768,0.19158,0,0.18251,0.51165,0.12432,19.24910345
6236.75,0.01256,0.02507,0,0,0.08625,0.19359,0,0.18088,0.50165,0.12494,18.8822069
6237.25,0.01993,0.02278,0,0,0.08718,0.1923,0,0.18588,0.49192,0.12344,19.33882759
6237.75,0.01927,0.02024,0,0,0.08856,0.19429,0,0.18566,0.49197,0.12215,19.9142069
6238.25,0.01112,0.01732,0,0,0.09551,0.19831,0,0.18317,0.49456,0.12671,19.76889655
6238.75,0.00216,0.01466,0,0,0.10301,0.20147,0,0.18438,0.49432,0.13216,19.24606897
6239.25,0,0.01241,0,0,0.10222,0.19868,0,0.19917,0.48752,0.12877,18.08655172
6239.75,0,0.01035,0,0,0.09598,0.19102,0,0.21905,0.4836,0.11946,16.9602069
6240.25,0,0.00883,0,0,0.086,0.18448,0,0.23477,0.48593,0.10654,16.70848276
6240.75,0.00004,0.00681,0,0,0.08308,0.18021,0,0.2429,0.48695,0.101,16.85248276
6241.25,0,0.00628,0,0,0.08259,0.17818,0,0.24491,0.48804,0.09987,16.14117241
6241.75,0.00297,0.00682,0,0,0.0802,0.17975,0,0.24214,0.48812,0.09777,16.29648276
6242.25,0.0113,0.00664,0,0,0.07567,0.18316,0,0.23969,0.48354,0.09249,16.35703448
6242.75,0.01792,0.00594,0,0,0.07214,0.18463,0,0.23696,0.48242,0.08773,16.764
6243.25,0.01518,0.00701,0,0,0.06527,0.18522,0,0.23548,0.49184,0.0812,16.63710345
6243.75,0.00822,0.00822,0,0,0.06035,0.1837,0,0.23265,0.50686,0.07702,16.38206897
6244.25,0.00537,0.00782,0,0,0.05996,0.17923,0,0.23421,0.51341,0.07614,16.38627586
6244.75,0.0058,0.00666,0,0,0.0652,0.1731,0,0.23143,0.51781,0.08074,16.5002069
6245.25,0.00524,0.00748,0,0,0.06969,0.16792,0,0.2238,0.52588,0.08669,16.58765517
6245.75,0.00708,0.01072,0,0,0.07116,0.16383,0,0.21544,0.53178,0.09196,16.69910345
6246.25,0.01279,0.01497,0,0,0.07176,0.16215,0,0.20836,0.52998,0.09737,16.95282759
6246.75,0.01607,0.01928,0,0,0.07292,0.16712,0,0.20258,0.52204,0.10349,17.49634483
6247.25,0.01352,0.0215,0,0,0.081,0.17487,0,0.19694,0.51217,0.11505,18.08193103
6247.75,0.00828,0.02103,0,0,0.09094,0.17789,0,0.19476,0.5071,0.12571,18.43751724
6248.25,0.00354,0.01921,0,0,0.0918,0.17572,0,0.1965,0.51323,0.12464,18.25393103
6248.75,0.00031,0.01765,0,0,0.08726,0.17233,0,0.19418,0.52826,0.11779,18.12655172
6249.25,0,0.01831,0,0,0.08922,0.17558,0,0.1775,0.53939,0.12074,19.37241379
6249.75,0,0.02481,0,0,0.0998,0.19872,0.01314,0.13547,0.52806,0.15392,23.14172414
6250.25,0,0.04389,0,0,0.1131,0.25267,0.01873,0.08978,0.48183,0.19613,27.95358621
6250.75,0,0.05865,0,0,0.12534,0.29944,0.01873,0.07439,0.42344,0.22637,28.80206897
6251.25,0,0.0534,0,0,0.12297,0.30107,0.01873,0.10231,0.40152,0.21784,25.63331034
6251.75,0,0.0442,0,0,0.10698,0.27378,0,0.14344,0.4316,0.16959,22.06172414
6252.25,0.00128,0.03608,0,0,0.09272,0.2448,0,0.17172,0.4534,0.1445,20.36965517
6252.75,0.00725,0.02705,0,0,0.09434,0.2229,0,0.18135,0.46711,0.13624,20.21565517
6253.25,0.01347,0.01816,0,0,0.09508,0.20644,0,0.1861,0.48074,0.12717,20.60882759
6253.75,0.01646,0.01254,0,0,0.08902,0.19586,0.00287,0.18649,0.49676,0.11714,20.532
6254.25,0.01448,0.01027,0,0,0.08575,0.19,0.01117,0.19172,0.4966,0.1198,19.5802069
6254.75,0.01162,0.00957,0,0,0.09065,0.18522,0.01873,0.20885,0.47535,0.13259,18.19806897
6255.25,0.01211,0.01036,0,0,0.09482,0.18104,0.01869,0.22691,0.45607,0.13811,16.93151724
6255.75,0.01459,0.01255,0,0,0.09092,0.18053,0,0.23536,0.46604,0.11622,16.29551724
6256.25,0.01349,0.01353,0,0,0.08462,0.18121,0,0.23262,0.47453,0.11022,16.676
6256.75,0.01061,0.01353,0,0,0.08445,0.18126,0,0.22632,0.48383,0.11004,17.27586207
6257.25,0.00838,0.01643,0,0,0.08191,0.18315,0,0.21958,0.49054,0.11043,17.49931034
6257.75,0.00919,0.02031,0,0,0.08199,0.18403,0,0.21587,0.48862,0.11483,17.97972414
6258.25,0.00988,0.02231,0,0,0.08415,0.18562,0,0.21462,0.48343,0.11949,18.07124138
6258.75,0.00655,0.021,0,0,0.08915,0.18858,0,0.21412,0.4806,0.12366,17.87324138
6259.25,0.00082,0.01861,0,0,0.09055,0.19229,0,0.21286,0.48488,0.12256,17.83744828
6259.75,0,0.0168,0,0,0.08912,0.19003,0,0.21272,0.49134,0.11893,17.94468966
6260.25,0,0.01597,0,0,0.0853,0.18584,0,0.21403,0.49886,0.11372,18.0982069
6260.75,0,0.01373,0,0,0.08567,0.18111,0,0.21473,0.50476,0.11163,18.43034483
6261.25,0.00421,0.01104,0,0,0.0861,0.17851,0,0.21541,0.50473,0.10911,18.52634483
6261.75,0.01041,0.00911,0,0,0.08406,0.17651,0,0.21706,0.50284,0.10467,18.50282759
6262.25,0.01181,0.00918,0,0,0.07764,0.17596,0,0.21823,0.50717,0.09753,18.49558621
6262.75,0.00753,0.00872,0,0,0.07435,0.17631,0,0.21814,0.51495,0.09331,18.57434483
6263.25,0.00203,0.00818,0,0,0.07405,0.17895,0,0.21642,0.52037,0.09238,18.81724138
6263.75,0.0011,0.00754,0,0,0.07154,0.18306,0,0.2125,0.52426,0.08884,19.0677931
6264.25,0.00047,0.00697,0,0,0.06891,0.18552,0,0.21098,0.52715,0.08524,19.11103448
6264.75,0.00097,0.00615,0,0,0.06825,0.18627,0,0.20983,0.52853,0.08359,19.43744828
6265.25,0.00181,0.00593,0,0,0.07018,0.1875,0,0.21099,0.52359,0.08551,19.75958621
6265.75,0.00286,0.00609,0,0,0.07192,0.19104,0,0.21391,0.51419,0.08765,18.99213793
6266.25,0.00379,0.00624,0,0,0.07197,0.19478,0,0.21744,0.50579,0.08787,18.15793103
6266.75,0.00416,0.00711,0,0,0.07342,0.19755,0,0.21472,0.50303,0.09048,17.65393103
6267.25,0.00341,0.01003,0,0,0.07641,0.20086,0,0.20986,0.49944,0.09709,17.73317241
6267.75,0.00123,0.01302,0,0,0.08468,0.20414,0,0.20846,0.48847,0.10972,18.20048276
6268.25,0,0.01672,0,0,0.08556,0.2091,0,0.20961,0.47901,0.11485,18.0082069
6268.75,0,0.02087,0,0,0.08665,0.21188,0,0.2044,0.47619,0.12071,18.09841379
6269.25,0,0.02639,0,0,0.08775,0.21484,0,0.19586,0.47517,0.1281,18.71013793
6269.75,0,0.03185,0,0,0.08844,0.21716,0,0.18697,0.47558,0.13497,19.38634483
6270.25,0,0.0306,0,0,0.0891,0.2157,0,0.18803,0.47657,0.13432,18.96793103
6270.75,0,0.02211,0,0,0.09406,0.21497,0,0.19749,0.47138,0.13042,18.46082759
6271.25,0.01309,0.01143,0,0,0.08868,0.22218,0,0.21144,0.45318,0.11246,18.04186207
6271.75,0.02659,0.00532,0,0,0.07961,0.22842,0,0.2227,0.43735,0.09544,17.73655172
6272.25,0.02709,0.00296,0,0,0.08405,0.21307,0.01873,0.2308,0.42329,0.11779,17.62268966
6272.75,0.02236,0.00232,0,0,0.0936,0.18726,0.01873,0.2357,0.44003,0.1278,17.476
6273.25,0.01615,0.00533,0,0,0.08589,0.16916,0.00972,0.22958,0.48417,0.11288,17.50510345
6273.75,0.00849,0.0079,0,0,0.07096,0.16141,0,0.21961,0.53163,0.08859,17.83524138
6274.25,0.00228,0.00669,0,0,0.06448,0.16048,0,0.21663,0.54943,0.07996,17.94627586
6274.75,0.00043,0.00516,0,0,0.06737,0.15969,0,0.21817,0.54919,0.0815,17.99558621
6275.25,0,0.00662,0,0,0.07164,0.16341,0,0.21502,0.54331,0.08792,18.48613793
6275.75,0,0.00935,0,0,0.07583,0.17128,0,0.204,0.53953,0.09569,19.21558621
6276.25,0,0.01085,0,0,0.07957,0.17717,0,0.19594,0.53648,0.10155,19.48724138
6276.75,0.00301,0.01043,0,0,0.08073,0.1766,0,0.19841,0.53082,0.10239,18.90282759
6277.25,0.00536,0.00968,0,0,0.07944,0.17047,0,0.21181,0.52324,0.1001,18.04786207
6277.75,0.00359,0.01043,0,0,0.07456,0.16762,0,0.22027,0.52353,0.09546,17.76206897
6278.25,0.00187,0.01082,0,0,0.07105,0.16774,0,0.22256,0.52598,0.09194,17.82682759
6278.75,0.00209,0.01019,0,0,0.06945,0.16781,0,0.22253,0.52792,0.08945,18.09034483
6279.25,0.00229,0.00713,0,0,0.06904,0.1678,0,0.2251,0.52864,0.08557,17.83193103
6279.75,0.00379,0.00342,0,0,0.0672,0.16737,0,0.23342,0.5248,0.07937,17.32468966
6280.25,0.00326,0.00121,0,0,0.07027,0.17211,0,0.23537,0.51778,0.08034,17.91710345
6280.75,0.00113,0.00453,0,0,0.07725,0.18019,0,0.22323,0.51367,0.0919,18.29896552
6281.25,0.00273,0.01115,0,0,0.0865,0.1846,0,0.20376,0.51126,0.10968,18.89027586
6281.75,0.02357,0.01573,0,0,0.0904,0.18133,0,0.19421,0.49477,0.11918,19.43
6282.25,0.03343,0.01146,0,0,0.09014,0.17539,0.01755,0.19597,0.47606,0.13286,19.61048276
6282.75,0.03816,0.00801,0,0,0.08401,0.17358,0.00706,0.20495,0.48423,0.11092,19.4557931
6283.25,0.03387,0.00826,0,0,0.07318,0.17408,0,0.21356,0.49705,0.09149,18.91186207
6283.75,0.02335,0.00717,0,0,0.0693,0.17188,0,0.22238,0.50592,0.08591,18.0457931
6284.25,0.01334,0.00617,0,0,0.06789,0.16904,0,0.23294,0.51061,0.08321,17.18524138
6284.75,0.00738,0.0046,0,0,0.0659,0.16656,0,0.24098,0.51458,0.07922,16.64972414
6285.25,0.00568,0.00228,0,0,0.06438,0.16721,0,0.24488,0.51557,0.07492,16.53455172
6285.75,0.00482,0.0016,0,0,0.06193,0.17314,0,0.23682,0.52168,0.07141,17.25303448
6286.25,0.00653,0.00284,0,0,0.06274,0.18165,0,0.21392,0.53231,0.0737,18.7262069
6286.75,0.01378,0.00431,0,0,0.06878,0.18382,0,0.18817,0.54114,0.08213,20.25668966
6287.25,0.02309,0.00442,0,0,0.07244,0.17625,0.00826,0.17434,0.5412,0.09519,20.47565517
6287.75,0.02583,0.00343,0,0,0.07072,0.16354,0.01873,0.18419,0.53355,0.10333,19.71682759
6288.25,0.02084,0.00345,0,0,0.06639,0.15498,0.00972,0.2025,0.54212,0.08886,19.23413793
